y,price,contract,local,wknown,tod,seasonal,gid,pid,_x1,_x2,_x3,__000000,__00000T,__00000F,__00000G,__00000E,__00000N,__00000I,__00000J,__00000K
0,7,0,0,1,0,0,62,6,24,22,21,248,1,0,1,,,,.6048954872417208,5
0,0,5,0,0,0,1,62,6,24,22,21,246,1,0,1,,,,.6048954872417208,5
1,9,1,1,0,0,0,62,6,24,22,21,247,1,0,1,,1,,.6048954872417208,5
0,0,5,0,1,1,0,63,6,24,22,21,252,1,0,1,,,,.6048954872417208,5
0,0,1,0,0,0,1,63,6,24,22,21,249,1,0,1,,,,.6048954872417208,5
0,7,0,0,0,0,0,63,6,24,22,21,250,1,0,1,,,,.6048954872417208,5
1,9,0,1,0,0,0,63,6,24,22,21,251,1,0,1,,1,,.6048954872417208,5
0,7,1,0,1,0,0,64,6,24,22,21,254,1,0,1,,,,.6048954872417208,5
0,0,5,0,0,0,1,64,6,24,22,21,256,1,0,1,,,,.6048954872417208,5
0,0,0,0,1,1,0,64,6,24,22,21,255,1,0,1,,,,.6048954872417208,5
1,9,1,1,0,0,0,64,6,24,22,21,253,1,0,1,,1,,.6048954872417208,5
0,0,5,0,0,1,0,65,6,24,22,21,257,1,0,1,,,,.6048954872417208,5
0,0,1,0,1,0,1,65,6,24,22,21,259,1,0,1,,,,.6048954872417208,5
0,9,0,0,0,0,0,65,6,24,22,21,260,1,0,1,,,,.6048954872417208,5
1,7,0,1,0,0,0,65,6,24,22,21,258,1,0,1,,1,,.6048954872417208,5
0,0,5,1,0,0,1,66,6,24,22,21,261,1,0,1,,,,.6048954872417208,5
0,9,1,0,0,0,0,66,6,24,22,21,264,1,0,1,,,,.6048954872417208,5
0,0,0,0,0,1,0,66,6,24,22,21,263,1,0,1,,,,.6048954872417208,5
1,7,1,0,1,0,0,66,6,24,22,21,262,1,0,1,,1,,.6048954872417208,5
0,0,5,0,0,1,0,67,6,24,22,21,267,1,0,1,,,,.6048954872417208,5
0,0,1,1,0,0,1,67,6,24,22,21,268,1,0,1,,,,.6048954872417208,5
0,7,1,0,0,0,0,67,6,24,22,21,265,1,0,1,,,,.6048954872417208,5
1,9,0,0,1,0,0,67,6,24,22,21,266,1,0,1,,1,,.6048954872417208,5
0,7,0,0,0,0,0,68,6,24,22,21,270,1,0,1,,,,.6048954872417208,5
0,0,5,1,0,1,0,68,6,24,22,21,272,1,0,1,,,,.6048954872417208,5
0,0,1,0,1,0,1,68,6,24,22,21,271,1,0,1,,,,.6048954872417208,5
1,9,0,0,1,0,0,68,6,24,22,21,269,1,0,1,,1,,.6048954872417208,5
0,0,1,0,0,1,0,69,6,24,22,21,274,1,0,1,,,,.6048954872417208,5
0,0,0,1,0,0,1,69,6,24,22,21,273,1,0,1,,,,.6048954872417208,5
0,9,1,0,0,0,0,69,6,24,22,21,275,1,0,1,,,,.6048954872417208,5
1,9,5,0,1,0,0,69,6,24,22,21,276,1,0,1,,1,,.6048954872417208,5
0,7,5,0,0,0,0,70,6,24,22,21,278,1,0,1,,,,.6048954872417208,5
0,0,1,1,0,0,1,70,6,24,22,21,279,1,0,1,,,,.6048954872417208,5
0,0,0,0,0,1,0,70,6,24,22,21,280,1,0,1,,,,.6048954872417208,5
1,9,0,0,1,0,0,70,6,24,22,21,277,1,0,1,,1,,.6048954872417208,5
0,0,0,0,0,1,0,71,6,24,22,21,283,1,0,1,,,,.6048954872417208,5
0,0,1,0,1,0,1,71,6,24,22,21,281,1,0,1,,,,.6048954872417208,5
0,9,0,0,1,0,0,71,6,24,22,21,282,1,0,1,,,,.6048954872417208,5
1,7,5,1,0,0,0,71,6,24,22,21,284,1,0,1,,1,,.6048954872417208,5
0,7,1,0,0,0,0,72,6,24,22,21,287,1,0,1,,,,.6048954872417208,5
0,0,5,0,1,0,1,72,6,24,22,21,285,1,0,1,,,,.6048954872417208,5
0,0,0,0,0,1,0,72,6,24,22,21,288,1,0,1,,,,.6048954872417208,5
1,9,0,0,1,0,0,72,6,24,22,21,286,1,0,1,1,1,.6048954872417208,.6048954872417208,5
0,0,0,0,1,0,1,73,7,23,24,31,290,1,0,1,,,,.7052212979446318,5
0,0,1,1,0,1,0,73,7,23,24,31,291,1,0,1,,,,.7052212979446318,5
0,9,5,0,0,0,0,73,7,23,24,31,289,1,0,1,,,,.7052212979446318,5
1,7,5,0,1,0,0,73,7,23,24,31,292,1,0,1,,1,,.7052212979446318,5
0,0,0,0,1,0,1,74,7,23,24,31,293,1,0,1,,,,.7052212979446318,5
0,0,5,0,0,1,0,74,7,23,24,31,294,1,0,1,,,,.7052212979446318,5
0,9,5,0,0,0,0,74,7,23,24,31,295,1,0,1,,,,.7052212979446318,5
1,7,1,0,1,0,0,74,7,23,24,31,296,1,0,1,,1,,.7052212979446318,5
0,9,5,1,0,0,0,75,7,23,24,31,298,1,0,1,,,,.7052212979446318,5
0,7,0,0,0,0,0,75,7,23,24,31,300,1,0,1,,,,.7052212979446318,5
0,0,1,0,1,1,0,75,7,23,24,31,297,1,0,1,,,,.7052212979446318,5
1,0,5,0,1,0,1,75,7,23,24,31,299,1,0,1,,1,,.7052212979446318,5
0,0,1,0,0,0,1,76,7,23,24,31,302,1,0,1,,,,.7052212979446318,5
0,9,0,0,1,0,0,76,7,23,24,31,301,1,0,1,,,,.7052212979446318,5
0,7,5,0,0,0,0,76,7,23,24,31,304,1,0,1,,,,.7052212979446318,5
1,0,1,0,1,1,0,76,7,23,24,31,303,1,0,1,,1,,.7052212979446318,5
